amount,amountCreditDebitIndicator,effectiveDate,glAccountNumber,jeHeaderDescription,journalId,journalIdLineNumber,transactionId,transactionTypeDescription,transactionType,reversalReason,isNegativePostingIndicator,reversalID,reversalType,reversalFiscalYear,isInterCoFlag,clearingDocumentNumber,clearingDate,customerNumber,vendorNumber,documentStatus,documentDate,documentType,transactionKey,accountType,referenceTransaction,businessTransactionCode,postingKey,isClearing,referenceSubledgerDocumentNumber,transactionCode,amountCurrency,approvedBy,approvedDateTime,businessUnitCode,enteredBy,enteredDateTime,fiscalYear,jeLineDescription,journalEntryType,lastModifiedBy,lastModifiedDate,localAmount,localAmountCurrency,period,reportingAmount,reportingAmountCurrency,reversalIndicator,reversalJournalId,segment01,segment02,segment03,segment04,segment05,sourceId,tags,taxCode,userDefined1,userDefined2
10754.76,D,2020-08-31T00:00:00Z,13101,BOM Build,2637,1,003-11-0000002637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20050815000001,,,,,,8,,,,,,,,,,,,,,
12214.13,D,2020-07-18T00:00:00Z,14100,0000000302,2487,1,003-07-0000002487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / FES001,,,,,,7,,,,,,,,,,,,,,
10242.77,D,2020-07-11T00:00:00Z,14100,0000000303,2557,1,003-07-0000002557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / TTC001,,,,,,7,,,,,,,,,,,,,,
16339.82,D,2020-08-29T00:00:00Z,14100,0000000313,2646,1,003-07-0000002646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / TUL001,,,,,,8,,,,,,,,,,,,,,
17244.89,D,2020-08-29T00:00:00Z,14100,0000000314,2647,1,003-07-0000002647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / TOT006,,,,,,8,,,,,,,,,,,,,,
13109.83,D,2020-08-29T00:00:00Z,14100,0000000315,2648,1,003-07-0000002648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / TOT004,,,,,,8,,,,,,,,,,,,,,
17493.02,D,2020-08-29T00:00:00Z,14100,0000000321,2654,1,003-07-0000002654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / ABB001,,,,,,8,,,,,,,,,,,,,,
17585.13,D,2020-07-02T00:00:00Z,14100,0000001040,7662,1,003-07-0000007662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN004,,,,,,7,,,,,,,,,,,,,,
20793.27,D,2020-07-02T00:00:00Z,14100,0000001043,7665,1,003-07-0000007665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN002,,,,,,7,,,,,,,,,,,,,,
10721.86,D,2020-07-02T00:00:00Z,14100,0000001044,7666,1,003-07-0000007666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON002,,,,,,7,,,,,,,,,,,,,,
11257.78,D,2020-07-02T00:00:00Z,14100,0000001051,7673,1,003-07-0000007673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON010,,,,,,7,,,,,,,,,,,,,,
11490.95,D,2020-07-02T00:00:00Z,14100,0000001057,7679,1,003-07-0000007679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR002,,,,,,7,,,,,,,,,,,,,,
10233.84,D,2020-07-02T00:00:00Z,14100,0000001070,7692,1,003-07-0000007692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / TOT003,,,,,,7,,,,,,,,,,,,,,
19052.16,D,2020-07-09T00:00:00Z,14100,0000001076,7868,1,003-07-0000007868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN009,,,,,,7,,,,,,,,,,,,,,
13653.96,D,2020-07-09T00:00:00Z,14100,0000001079,7871,1,003-07-0000007871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN008,,,,,,7,,,,,,,,,,,,,,
10346.76,D,2020-07-09T00:00:00Z,14100,0000001081,7873,1,003-07-0000007873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON004,,,,,,7,,,,,,,,,,,,,,
13217.64,D,2020-07-09T00:00:00Z,14100,0000001083,7875,1,003-07-0000007875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON001,,,,,,7,,,,,,,,,,,,,,
15419.82,D,2020-07-09T00:00:00Z,14100,0000001087,7879,1,003-07-0000007879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR008,,,,,,7,,,,,,,,,,,,,,
25173.23,D,2020-07-09T00:00:00Z,14100,0000001094,7886,1,003-07-0000007886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / FUT001,,,,,,7,,,,,,,,,,,,,,
11319.93,D,2020-07-16T00:00:00Z,14100,0000001099,8039,1,003-07-0000008039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN009,,,,,,7,,,,,,,,,,,,,,
11130.42,D,2020-07-16T00:00:00Z,14100,0000001111,8051,1,003-07-0000008051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON004,,,,,,7,,,,,,,,,,,,,,
13808.81,D,2020-07-16T00:00:00Z,14100,0000001114,8054,1,003-07-0000008054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR001,,,,,,7,,,,,,,,,,,,,,
26469.77,D,2020-07-16T00:00:00Z,14100,0000001121,8061,1,003-07-0000008061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR009,,,,,,7,,,,,,,,,,,,,,
27147.43,D,2020-07-16T00:00:00Z,14100,0000001123,8063,1,003-07-0000008063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / ha00001,,,,,,7,,,,,,,,,,,,,,
12596.02,D,2020-07-16T00:00:00Z,14100,0000001124,8064,1,003-07-0000008064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / WHI001,,,,,,7,,,,,,,,,,,,,,
13527.74,D,2020-07-23T00:00:00Z,14100,0000001125,8217,1,003-07-0000008217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN003,,,,,,7,,,,,,,,,,,,,,
18560.34,D,2020-07-23T00:00:00Z,14100,0000001129,8221,1,003-07-0000008221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN010,,,,,,7,,,,,,,,,,,,,,
15712.32,D,2020-07-23T00:00:00Z,14100,0000001133,8225,1,003-07-0000008225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON005,,,,,,7,,,,,,,,,,,,,,
14624.99,D,2020-07-23T00:00:00Z,14100,0000001143,8235,1,003-07-0000008235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR004,,,,,,7,,,,,,,,,,,,,,
10082.73,D,2020-07-23T00:00:00Z,14100,0000001147,8239,1,003-07-0000008239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR0101,,,,,,7,,,,,,,,,,,,,,
14535.53,D,2020-07-23T00:00:00Z,14100,0000001148,8240,1,003-07-0000008240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / EPOS10,,,,,,7,,,,,,,,,,,,,,
12996.64,D,2020-07-23T00:00:00Z,14100,0000001149,8241,1,003-07-0000008241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / COU001,,,,,,7,,,,,,,,,,,,,,
19100.88,D,2020-07-23T00:00:00Z,14100,0000001151,8243,1,003-07-0000008243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / ha00001,,,,,,7,,,,,,,,,,,,,,
15104.34,D,2020-07-30T00:00:00Z,14100,0000001154,8387,1,003-07-0000008387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN004,,,,,,7,,,,,,,,,,,,,,
21458.9,D,2020-07-30T00:00:00Z,14100,0000001158,8391,1,003-07-0000008391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON010,,,,,,7,,,,,,,,,,,,,,
17694.33,D,2020-07-30T00:00:00Z,14100,0000001159,8392,1,003-07-0000008392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON008,,,,,,7,,,,,,,,,,,,,,
16001.22,D,2020-07-30T00:00:00Z,14100,0000001163,8396,1,003-07-0000008396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR004,,,,,,7,,,,,,,,,,,,,,
11961.01,D,2020-07-30T00:00:00Z,14100,0000001170,8403,1,003-07-0000008403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / CHE001,,,,,,7,,,,,,,,,,,,,,
11560.97,D,2020-07-30T00:00:00Z,14100,0000001175,8408,1,003-07-0000008408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / NAN001,,,,,,7,,,,,,,,,,,,,,
24255.94,D,2020-08-06T00:00:00Z,14100,0000001176,8535,1,003-07-0000008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN007,,,,,,8,,,,,,,,,,,,,,
14083.39,D,2020-08-06T00:00:00Z,14100,0000001178,8537,1,003-07-0000008537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN008,,,,,,8,,,,,,,,,,,,,,
12038.1,D,2020-08-06T00:00:00Z,14100,0000001182,8541,1,003-07-0000008541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON008,,,,,,8,,,,,,,,,,,,,,
17969.44,D,2020-08-06T00:00:00Z,14100,0000001185,8544,1,003-07-0000008544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR002,,,,,,8,,,,,,,,,,,,,,
15529.98,D,2020-08-06T00:00:00Z,14100,0000001186,8545,1,003-07-0000008545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR007,,,,,,8,,,,,,,,,,,,,,
11808.2,D,2020-08-06T00:00:00Z,14100,0000001191,8550,1,003-07-0000008550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / SIN001,,,,,,8,,,,,,,,,,,,,,
17125.4,D,2020-08-06T00:00:00Z,14100,0000001192,8551,1,003-07-0000008551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / TOT002,,,,,,8,,,,,,,,,,,,,,
12139.38,D,2020-08-13T00:00:00Z,14100,0000001201,8704,1,003-07-0000008704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN008,,,,,,8,,,,,,,,,,,,,,
10930.56,D,2020-08-13T00:00:00Z,14100,0000001214,8717,1,003-07-0000008717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON005,,,,,,8,,,,,,,,,,,,,,
11682.84,D,2020-08-13T00:00:00Z,14100,0000001218,8721,1,003-07-0000008721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR006,,,,,,8,,,,,,,,,,,,,,
15029.1,D,2020-08-13T00:00:00Z,14100,0000001219,8722,1,003-07-0000008722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR002,,,,,,8,,,,,,,,,,,,,,
10495.59,D,2020-08-13T00:00:00Z,14100,0000001220,8723,1,003-07-0000008723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR005,,,,,,8,,,,,,,,,,,,,,
12688.87,D,2020-08-13T00:00:00Z,14100,0000001222,8725,1,003-07-0000008725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / GEO001,,,,,,8,,,,,,,,,,,,,,
16621.91,D,2020-08-13T00:00:00Z,14100,0000001227,8730,1,003-07-0000008730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / COU001,,,,,,8,,,,,,,,,,,,,,
13180.89,D,2020-08-20T00:00:00Z,14100,0000001229,8906,1,003-07-0000008906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN008,,,,,,8,,,,,,,,,,,,,,
23307.14,D,2020-08-20T00:00:00Z,14100,0000001244,8921,1,003-07-0000008921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON010,,,,,,8,,,,,,,,,,,,,,
13386.13,D,2020-08-20T00:00:00Z,14100,0000001245,8922,1,003-07-0000008922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR002,,,,,,8,,,,,,,,,,,,,,
17910.56,D,2020-08-20T00:00:00Z,14100,0000001250,8927,1,003-07-0000008927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR008,,,,,,8,,,,,,,,,,,,,,
14769.87,D,2020-08-20T00:00:00Z,14100,0000001251,8928,1,003-07-0000008928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / COU001,,,,,,8,,,,,,,,,,,,,,
10800.37,D,2020-08-20T00:00:00Z,14100,0000001252,8929,1,003-07-0000008929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / TIG001,,,,,,8,,,,,,,,,,,,,,
12252.57,D,2020-08-20T00:00:00Z,14100,0000001253,8930,1,003-07-0000008930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / EPOS10,,,,,,8,,,,,,,,,,,,,,
19903.36,D,2020-08-27T00:00:00Z,14100,0000001278,9115,1,003-07-0000009115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR001,,,,,,8,,,,,,,,,,,,,,
11453.4,D,2020-09-03T00:00:00Z,14100,0000001290,9287,1,003-07-0000009287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN005,,,,,,9,,,,,,,,,,,,,,
15437.95,D,2020-09-03T00:00:00Z,14100,0000001305,9302,1,003-07-0000009302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR009,,,,,,9,,,,,,,,,,,,,,
16322.18,D,2020-09-03T00:00:00Z,14100,0000001308,9305,1,003-07-0000009305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / 1EURO,,,,,,9,,,,,,,,,,,,,,
15089.15,D,2020-09-03T00:00:00Z,14100,0000001311,9308,1,003-07-0000009308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / CHE001,,,,,,9,,,,,,,,,,,,,,
45116.35,D,2020-09-07T00:00:00Z,14100,0000000336,2888,1,003-07-0000002888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BET001,,,,,,9,,,,,,,,,,,,,,
16145.91,D,2020-09-07T00:00:00Z,14100,0000000337,2889,1,003-07-0000002889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / FUT001,,,,,,9,,,,,,,,,,,,,,
12150.15,D,2020-09-07T00:00:00Z,14100,0000000338,2890,1,003-07-0000002890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / FES001,,,,,,9,,,,,,,,,,,,,,
30606.4,D,2020-09-07T00:00:00Z,14100,0000000351,2917,1,003-07-0000002917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BET001,,,,,,9,,,,,,,,,,,,,,
30606.4,D,2020-09-07T00:00:00Z,14100,0000000352,2918,1,003-07-0000002918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / CHE001,,,,,,9,,,,,,,,,,,,,,
30583.61,D,2020-09-07T00:00:00Z,14100,0000000353,2919,1,003-07-0000002919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / ABB001,,,,,,9,,,,,,,,,,,,,,
30606.4,D,2020-09-07T00:00:00Z,14100,0000000354,2920,1,003-07-0000002920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / COU001,,,,,,9,,,,,,,,,,,,,,
103635.0,D,2020-09-07T00:00:00Z,14100,0000000357,2924,1,003-07-0000002924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / GEO001,,,,,,9,,,,,,,,,,,,,,
34519.28,D,2020-09-07T00:00:00Z,14100,0000000358,2925,1,003-07-0000002925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / ABB001,,,,,,9,,,,,,,,,,,,,,
23314.87,D,2020-09-10T00:00:00Z,14100,0000001312,9455,1,003-07-0000009455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN001,,,,,,9,,,,,,,,,,,,,,
10453.47,D,2020-09-10T00:00:00Z,14100,0000001322,9465,1,003-07-0000009465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON004,,,,,,9,,,,,,,,,,,,,,
25166.47,D,2020-09-10T00:00:00Z,14100,0000001327,9470,1,003-07-0000009470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR009,,,,,,9,,,,,,,,,,,,,,
22707.44,D,2020-09-10T00:00:00Z,14100,0000001328,9471,1,003-07-0000009471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR003,,,,,,9,,,,,,,,,,,,,,
26827.8,D,2020-09-17T00:00:00Z,14100,0000001337,9628,1,003-07-0000009628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN005,,,,,,9,,,,,,,,,,,,,,
11272.91,D,2020-09-17T00:00:00Z,14100,0000001355,9646,1,003-07-0000009646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR008,,,,,,9,,,,,,,,,,,,,,
14661.03,D,2020-09-17T00:00:00Z,14100,0000001356,9647,1,003-07-0000009647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR005,,,,,,9,,,,,,,,,,,,,,
12265.22,D,2020-09-17T00:00:00Z,14100,0000001358,9649,1,003-07-0000009649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR008,,,,,,9,,,,,,,,,,,,,,
15973.0,D,2020-09-17T00:00:00Z,14100,0000001360,9651,1,003-07-0000009651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAX001,,,,,,9,,,,,,,,,,,,,,
10556.53,D,2020-09-17T00:00:00Z,14100,0000001363,9654,1,003-07-0000009654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / TIG001,,,,,,9,,,,,,,,,,,,,,
11179.76,D,2020-09-24T00:00:00Z,14100,0000001365,9801,1,003-07-0000009801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN008,,,,,,9,,,,,,,,,,,,,,
10190.45,D,2020-09-24T00:00:00Z,14100,0000001372,9808,1,003-07-0000009808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN008,,,,,,9,,,,,,,,,,,,,,
22955.96,D,2020-09-24T00:00:00Z,14100,0000001378,9814,1,003-07-0000009814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON003,,,,,,9,,,,,,,,,,,,,,
10825.76,D,2020-09-24T00:00:00Z,14100,0000001379,9815,1,003-07-0000009815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON009,,,,,,9,,,,,,,,,,,,,,
10110.23,D,2020-09-24T00:00:00Z,14100,0000001380,9816,1,003-07-0000009816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR007,,,,,,9,,,,,,,,,,,,,,
21487.55,D,2020-09-24T00:00:00Z,14100,0000001381,9817,1,003-07-0000009817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR007,,,,,,9,,,,,,,,,,,,,,
10225.99,D,2020-09-24T00:00:00Z,14100,0000001384,9820,1,003-07-0000009820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR009,,,,,,9,,,,,,,,,,,,,,
10327.78,D,2020-09-24T00:00:00Z,14100,0000001386,9822,1,003-07-0000009822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / RYA001,,,,,,9,,,,,,,,,,,,,,
10684.54,D,2020-09-24T00:00:00Z,14100,0000001387,9823,1,003-07-0000009823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / NOV001,,,,,,9,,,,,,,,,,,,,,
11277.12,D,2020-09-24T00:00:00Z,14100,0000001389,9825,1,003-07-0000009825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / TUL001,,,,,,9,,,,,,,,,,,,,,
11065.22,D,2020-10-01T00:00:00Z,14100,0000001399,9983,1,003-07-0000009983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON008,,,,,,10,,,,,,,,,,,,,,
24033.22,D,2020-10-01T00:00:00Z,14100,0000001400,9984,1,003-07-0000009984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON001,,,,,,10,,,,,,,,,,,,,,
12380.74,D,2020-10-01T00:00:00Z,14100,0000001401,9985,1,003-07-0000009985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON009,,,,,,10,,,,,,,,,,,,,,
15352.69,D,2020-10-01T00:00:00Z,14100,0000001402,9986,1,003-07-0000009986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR008,,,,,,10,,,,,,,,,,,,,,
14456.05,D,2020-10-01T00:00:00Z,14100,0000001404,9988,1,003-07-0000009988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR007,,,,,,10,,,,,,,,,,,,,,
14252.26,D,2020-10-01T00:00:00Z,14100,0000001407,9991,1,003-07-0000009991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / JIM001,,,,,,10,,,,,,,,,,,,,,
13376.32,D,2020-10-08T00:00:00Z,14100,0000001419,10155,1,003-07-0000010155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN008,,,,,,10,,,,,,,,,,,,,,
20037.33,D,2020-10-08T00:00:00Z,14100,0000001420,10156,1,003-07-0000010156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN007,,,,,,10,,,,,,,,,,,,,,
13674.77,D,2020-10-08T00:00:00Z,14100,0000001425,10161,1,003-07-0000010161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON008,,,,,,10,,,,,,,,,,,,,,
27855.82,D,2020-10-08T00:00:00Z,14100,0000001434,10170,1,003-07-0000010170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR005,,,,,,10,,,,,,,,,,,,,,
12113.1,D,2020-10-08T00:00:00Z,14100,0000001439,10175,1,003-07-0000010175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / 1EURO,,,,,,10,,,,,,,,,,,,,,
11972.65,D,2020-10-15T00:00:00Z,14100,0000001444,10343,1,003-07-0000010343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN010,,,,,,10,,,,,,,,,,,,,,
10751.08,D,2020-10-15T00:00:00Z,14100,0000001447,10346,1,003-07-0000010346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN005,,,,,,10,,,,,,,,,,,,,,
13639.51,D,2020-10-15T00:00:00Z,14100,0000001455,10354,1,003-07-0000010354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON009,,,,,,10,,,,,,,,,,,,,,
11171.27,D,2020-10-15T00:00:00Z,14100,0000001465,10364,1,003-07-0000010364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR006,,,,,,10,,,,,,,,,,,,,,
14832.7,D,2020-10-15T00:00:00Z,14100,0000001472,10371,1,003-07-0000010371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / NEW002,,,,,,10,,,,,,,,,,,,,,
10057.26,D,2020-10-22T00:00:00Z,14100,0000001479,10560,1,003-07-0000010560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN008,,,,,,10,,,,,,,,,,,,,,
14548.76,D,2020-10-22T00:00:00Z,14100,0000001491,10572,1,003-07-0000010572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON006,,,,,,10,,,,,,,,,,,,,,
12465.98,D,2020-10-22T00:00:00Z,14100,0000001493,10574,1,003-07-0000010574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR008,,,,,,10,,,,,,,,,,,,,,
12478.98,D,2020-10-22T00:00:00Z,14100,0000001495,10576,1,003-07-0000010576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR005,,,,,,10,,,,,,,,,,,,,,
10830.38,D,2020-10-22T00:00:00Z,14100,0000001497,10578,1,003-07-0000010578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR009,,,,,,10,,,,,,,,,,,,,,
14999.76,D,2020-10-22T00:00:00Z,14100,0000001500,10581,1,003-07-0000010581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / KIT001,,,,,,10,,,,,,,,,,,,,,
12518.28,D,2020-10-29T00:00:00Z,14100,0000001506,10750,1,003-07-0000010750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN004,,,,,,10,,,,,,,,,,,,,,
10546.44,D,2020-10-29T00:00:00Z,14100,0000001514,10758,1,003-07-0000010758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON010,,,,,,10,,,,,,,,,,,,,,
12618.58,D,2020-10-29T00:00:00Z,14100,0000001516,10760,1,003-07-0000010760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON003,,,,,,10,,,,,,,,,,,,,,
13132.0,D,2020-10-29T00:00:00Z,14100,0000001520,10764,1,003-07-0000010764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR005,,,,,,10,,,,,,,,,,,,,,
11256.87,D,2020-10-29T00:00:00Z,14100,0000001523,10767,1,003-07-0000010767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR005,,,,,,10,,,,,,,,,,,,,,
12008.74,D,2020-10-29T00:00:00Z,14100,0000001529,10773,1,003-07-0000010773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / ABB001,,,,,,10,,,,,,,,,,,,,,
13907.99,D,2020-11-05T00:00:00Z,14100,0000001535,10923,1,003-07-0000010923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN007,,,,,,11,,,,,,,,,,,,,,
11343.68,D,2020-11-05T00:00:00Z,14100,0000001536,10924,1,003-07-0000010924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN007,,,,,,11,,,,,,,,,,,,,,
10969.95,D,2020-11-05T00:00:00Z,14100,0000001539,10927,1,003-07-0000010927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN004,,,,,,11,,,,,,,,,,,,,,
14205.23,D,2020-11-05T00:00:00Z,14100,0000001541,10929,1,003-07-0000010929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / LON010,,,,,,11,,,,,,,,,,,,,,
15797.35,D,2020-11-05T00:00:00Z,14100,0000001546,10934,1,003-07-0000010934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR002,,,,,,11,,,,,,,,,,,,,,
10095.0,D,2020-11-05T00:00:00Z,14100,0000001547,10935,1,003-07-0000010935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR001,,,,,,11,,,,,,,,,,,,,,
11440.28,D,2020-11-05T00:00:00Z,14100,0000001549,10937,1,003-07-0000010937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / BIR009,,,,,,11,,,,,,,,,,,,,,
14359.67,D,2020-11-05T00:00:00Z,14100,0000001551,10939,1,003-07-0000010939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / TTC001,,,,,,11,,,,,,,,,,,,,,
26534.91,D,2020-11-05T00:00:00Z,14100,0000001558,10946,1,003-07-0000010946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / WEL001,,,,,,11,,,,,,,,,,,,,,
15417.13,D,2020-11-12T00:00:00Z,14100,0000001564,11109,1,003-07-0000011109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI / MAN009,,,,,,11,,,,,,,,,,,,,,
